,Nombre de la entidad,Clave de municipio o demarcacion territorial,Nombre del municipio o demarcacion territorial,Clave de localidad,Nombre de la localidad,Clave de AGEB,Clave de la manzana,Poblacion de 65 años y mas,Poblacion de 18 a 24 años,Poblacion de 15 a 17 años,Poblacion nacida en la entidad,Poblacion nacida en otra entidad,Poblacion de 3 años y más que habla alguna lengua indígena,Poblacion que se considera afromexicana o afrodescendiente,Poblacion con discapacidad,Poblacion con limitacion,Poblacion de 6 a 11 años que no asiste a la escuela,Poblacion de 12 a 14 años que no asiste a la escuela,Poblacion de 8 a 14 años que no sabe leer y escribir,Poblacion de 15 años y más analfabeta,Poblacion de 15 años y más sin escolaridad,Poblacion de 15 años y más con primaria incompleta,Poblacion de 12 años y más desocupada,Poblacion sin afiliacion a servicios de salud,Poblacion afiliada a servicios de salud,Poblacion de 12 años y más soltera o nunca unida,Poblacion de 12 años y más que estuvo casada o unida,Poblacion con religion catolica,Poblacion con otras religiones diferentes a las anteriores,Poblacion sin religion o sin adscripcion religiosa,Hogares censales con persona de referencia hombre,Hogares censales con persona de referencia mujer,Viviendas particulares habitadas con piso de tierra,Viviendas particulares habitadas con un dormitorio,Viviendas particulares habitadas que disponen de agua entubada y se abastecen del servicio publico de agua,"Viviendas particulares habitadas que no disponen de automovil o camioneta, ni de motocicleta o motoneta",Viviendas particulares habitadas sin radio ni televisor,Viviendas particulares habitadas sin línea telefonica fija ni teléfono celular,Viviendas particulares habitadas sin computadora ni Internet,Viviendas particulares habitadas sin tecnologías de la informacion y de la comunicacion (TIC)
0,Nuevo León,6,Apodaca,1,Ciudad Apodaca,460,21,14,27,8,148,47,0,0,9,20,0,0,0,7,5,14,0,42,153,50,28,170,0,11,24,20,0,9,44,25,0,6,14,0
1,Nuevo León,6,Apodaca,1,Ciudad Apodaca,460,22,29,24,6,108,57,5,0,12,27,0,0,0,6,9,26,0,28,138,44,34,144,0,10,27,16,0,4,43,25,0,3,18,0
2,Nuevo León,6,Apodaca,1,Ciudad Apodaca,460,23,22,20,7,128,41,0,0,0,18,0,0,0,5,5,17,0,33,136,47,25,148,0,8,24,19,0,6,43,30,0,5,12,0
3,Nuevo León,6,Apodaca,1,Ciudad Apodaca,460,24,14,15,5,82,25,4,0,0,6,0,0,0,4,4,9,0,15,93,30,19,97,0,0,15,11,0,4,26,11,0,5,6,0
4,Nuevo León,6,Apodaca,1,Ciudad Apodaca,460,25,8,10,0,56,8,0,3,0,3,0,0,0,0,3,6,0,0,64,20,0,56,0,0,13,6,0,5,19,10,0,0,6,0
5,Nuevo León,6,Apodaca,1,Ciudad Apodaca,460,26,17,25,3,126,23,0,0,3,10,0,0,0,0,3,0,0,42,107,45,24,123,0,9,21,20,0,6,41,19,0,0,8,0
6,Nuevo León,6,Apodaca,1,Ciudad Apodaca,460,27,21,14,5,121,26,0,0,0,5,0,0,0,0,0,5,0,32,116,40,18,106,0,4,21,22,0,6,43,15,0,0,7,0
7,Nuevo León,6,Apodaca,1,Ciudad Apodaca,460,28,13,6,0,84,6,0,0,0,0,0,0,0,0,0,9,0,3,87,27,3,75,0,0,21,7,0,5,28,9,0,0,6,0
8,Nuevo León,6,Apodaca,1,Ciudad Apodaca,460,29,6,8,0,75,10,0,0,3,3,0,0,0,0,0,0,0,12,73,16,17,79,0,0,13,9,0,0,22,9,0,0,4,0
9,Nuevo León,6,Apodaca,1,Ciudad Apodaca,460,30,12,13,3,97,26,0,0,5,6,0,0,0,0,0,6,0,37,86,40,12,89,0,9,23,9,0,4,32,11,0,0,3,0
10,Nuevo León,6,Apodaca,1,Ciudad Apodaca,460,31,8,11,7,89,29,0,9,4,20,0,0,0,0,0,0,0,26,94,31,10,93,0,17,25,10,0,5,35,12,0,0,7,0
11,Nuevo León,6,Apodaca,1,Ciudad Apodaca,460,32,14,14,0,119,24,0,0,11,19,0,0,0,3,3,4,0,29,114,38,9,114,0,9,27,10,0,7,37,11,0,0,8,0
12,Nuevo León,6,Apodaca,1,Ciudad Apodaca,460,33,15,12,3,100,19,0,3,11,24,0,0,0,0,0,0,3,26,97,40,15,88,0,4,23,12,0,6,35,15,0,0,5,0
13,Nuevo León,6,Apodaca,1,Ciudad Apodaca,460,34,11,6,5,76,24,0,0,0,0,0,0,0,0,0,0,0,22,78,32,14,86,0,4,20,12,0,5,32,11,0,0,5,0
14,Nuevo León,6,Apodaca,1,Ciudad Apodaca,460,35,9,9,5,76,18,0,0,0,0,0,0,0,0,0,0,0,19,75,26,16,80,0,10,17,16,0,5,33,10,0,0,6,0
15,Nuevo León,6,Apodaca,1,Ciudad Apodaca,460,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,Nuevo León,6,Apodaca,1,Ciudad Apodaca,460,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Nuevo León,6,Apodaca,1,Ciudad Apodaca,460,38,8,14,6,114,22,0,0,0,0,0,0,0,0,0,0,0,24,112,39,12,104,0,7,17,21,0,3,38,12,0,0,6,0
18,Nuevo León,6,Apodaca,1,Ciudad Apodaca,460,39,6,0,0,61,0,0,3,0,7,0,0,0,0,0,6,0,0,61,19,4,58,0,0,17,9,3,7,26,10,0,0,3,0
19,Nuevo León,6,Apodaca,1,Ciudad Apodaca,460,40,16,5,0,88,17,0,8,0,0,9,0,0,0,0,4,0,4,101,30,11,89,0,4,22,12,0,7,34,14,0,0,12,0
20,Nuevo León,6,Apodaca,1,Ciudad Apodaca,460,41,21,12,6,106,29,0,0,6,3,0,0,0,0,0,3,0,24,111,34,22,114,0,3,16,23,0,3,39,15,0,0,3,0
21,Nuevo León,6,Apodaca,1,Ciudad Apodaca,460,42,9,5,0,74,8,0,4,6,0,0,0,0,0,0,6,0,11,71,25,12,73,0,3,19,13,0,7,32,13,0,3,7,0
22,Nuevo León,6,Apodaca,1,Ciudad Apodaca,460,43,19,15,6,137,28,0,0,13,26,0,0,0,0,0,5,0,28,137,40,18,119,0,25,31,16,0,10,47,18,0,0,5,0
23,Nuevo León,6,Apodaca,1,Ciudad Apodaca,460,44,4,4,5,52,14,0,0,0,0,0,0,0,0,0,0,0,12,54,19,4,63,0,0,10,8,0,3,18,7,0,0,3,0
24,Nuevo León,6,Apodaca,1,Ciudad Apodaca,460,45,18,6,4,102,43,0,0,0,3,0,0,0,0,0,8,0,37,108,28,25,128,0,0,18,24,0,11,41,24,0,0,8,0
25,Nuevo León,6,Apodaca,1,Ciudad Apodaca,460,46,10,14,0,106,27,0,0,0,4,0,0,0,0,0,0,0,20,113,24,11,93,0,16,24,16,0,4,40,15,0,0,3,0
26,Nuevo Leon,6,Apodaca,1,Total AGEB urbana,475,0,525,546,231,3434,1276,28,14,249,539,58,32,7,96,131,349,46,1291,3437,1238,606,3685,3,451,872,388,8,336,1259,723,24,71,458,7
27,Nuevo León,6,Apodaca,1,Ciudad Apodaca,475,1,8,5,0,36,31,0,0,3,0,0,0,0,0,0,0,0,13,54,11,9,54,0,7,10,5,0,3,15,8,0,0,4,0
28,Nuevo León,6,Apodaca,1,Ciudad Apodaca,475,2,6,6,0,40,8,0,0,3,0,0,0,0,0,0,0,0,12,36,14,4,38,0,3,12,0,0,4,13,5,0,0,3,0
29,Nuevo León,6,Apodaca,1,Ciudad Apodaca,475,3,7,5,0,51,13,0,0,0,0,0,0,3,0,0,3,0,18,46,11,7,57,0,5,12,5,0,7,17,10,0,0,8,0
30,Nuevo León,6,Apodaca,1,Ciudad Apodaca,475,4,4,9,0,37,18,0,0,0,11,0,0,0,0,0,0,0,14,42,14,3,43,0,0,14,3,0,3,17,6,0,0,0,0
31,Nuevo León,6,Apodaca,1,Ciudad Apodaca,475,5,3,10,0,49,11,0,0,0,7,0,0,0,0,0,0,0,21,39,18,6,39,0,10,8,6,0,3,14,5,0,0,3,0
32,Nuevo León,6,Apodaca,1,Ciudad Apodaca,475,6,9,8,0,59,31,0,0,3,16,0,0,0,3,6,6,0,18,72,18,12,76,0,8,17,7,0,11,24,21,0,0,12,0
33,Nuevo León,6,Apodaca,1,Ciudad Apodaca,475,7,16,15,5,93,43,0,0,4,27,0,0,0,0,3,13,0,29,107,28,19,98,0,15,24,11,0,9,35,17,0,0,13,0
34,Nuevo León,6,Apodaca,1,Ciudad Apodaca,475,8,21,28,13,154,54,5,0,12,26,0,0,0,0,7,10,0,87,122,55,27,138,0,43,40,14,0,16,53,30,0,3,16,0
35,Nuevo León,6,Apodaca,1,Ciudad Apodaca,475,9,11,13,11,90,27,0,0,11,17,0,0,0,6,6,4,0,24,93,36,18,82,0,18,15,16,0,6,31,13,0,0,10,0
36,Nuevo León,6,Apodaca,1,Ciudad Apodaca,475,10,21,22,11,171,51,4,0,12,33,0,0,0,5,6,9,0,75,147,56,30,182,0,31,36,18,0,14,54,33,0,0,15,0
37,Nuevo León,6,Apodaca,1,Ciudad Apodaca,475,11,9,10,9,75,34,0,0,11,15,0,0,0,0,0,5,4,54,55,29,12,101,0,4,20,8,0,11,28,16,0,0,13,0
38,Nuevo León,6,Apodaca,1,Ciudad Apodaca,475,12,24,15,6,120,40,0,0,13,38,0,0,0,0,7,16,0,52,110,37,27,132,0,21,28,19,0,19,47,34,3,0,27,0
39,Nuevo León,6,Apodaca,1,Ciudad Apodaca,475,13,9,7,3,53,24,0,0,0,3,0,0,0,0,4,6,0,19,58,21,12,68,0,0,13,7,0,4,20,10,0,0,5,0
40,Nuevo León,6,Apodaca,1,Ciudad Apodaca,475,14,9,4,0,29,33,0,0,5,6,0,0,0,4,4,5,0,10,52,13,14,35,0,14,15,6,0,12,21,16,0,0,15,0
41,Nuevo León,6,Apodaca,1,Ciudad Apodaca,475,15,18,19,12,79,48,0,0,6,8,0,0,0,4,5,15,0,27,103,42,13,117,0,4,21,11,0,6,32,21,0,0,14,0
42,Nuevo León,6,Apodaca,1,Ciudad Apodaca,475,16,12,26,12,120,41,5,0,11,12,0,0,0,4,4,8,0,53,108,48,25,119,0,20,30,13,0,14,43,25,0,5,16,0
43,Nuevo León,6,Apodaca,1,Ciudad Apodaca,475,17,20,16,8,125,52,0,0,10,21,0,0,0,4,4,16,0,60,117,28,26,146,0,5,32,13,0,14,45,25,0,4,21,0
44,Nuevo León,6,Apodaca,1,Ciudad Apodaca,475,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,Nuevo León,6,Apodaca,1,Ciudad Apodaca,475,19,5,14,4,83,16,0,0,5,10,0,0,0,0,0,6,0,23,77,31,7,82,0,8,18,5,0,5,23,12,0,0,6,0
46,Nuevo León,6,Apodaca,1,Ciudad Apodaca,475,20,18,22,8,110,62,0,0,9,22,0,0,0,4,5,23,0,29,143,54,21,151,0,6,37,10,0,9,47,24,0,0,19,0
47,Nuevo León,6,Apodaca,1,Ciudad Apodaca,475,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Nuevo León,6,Apodaca,1,Ciudad Apodaca,475,22,24,13,7,97,62,5,0,11,18,0,0,0,4,5,16,0,40,119,35,20,147,0,3,30,10,0,11,40,20,0,0,15,0
49,Nuevo León,6,Apodaca,1,Ciudad Apodaca,475,23,17,22,7,125,34,0,0,7,10,0,0,0,5,6,16,0,46,113,37,26,136,0,6,31,18,0,16,49,35,0,5,25,0
50,Nuevo León,6,Apodaca,1,Ciudad Apodaca,475,24,21,15,7,139,38,0,0,14,21,0,0,0,6,9,7,0,40,138,46,26,142,0,17,29,12,0,11,41,25,0,4,18,0
51,Nuevo León,6,Apodaca,1,Ciudad Apodaca,475,25,4,10,3,48,14,0,0,0,7,0,0,0,0,0,3,0,20,43,16,4,53,0,0,14,4,0,4,18,11,0,0,7,0
52,Nuevo León,6,Apodaca,1,Ciudad Apodaca,475,26,30,17,11,128,86,0,0,14,33,0,0,0,4,7,28,5,77,137,67,22,153,0,29,39,23,0,13,62,42,0,4,23,0
53,Nuevo León,6,Apodaca,1,Ciudad Apodaca,475,27,15,16,5,131,59,0,0,5,26,3,0,0,4,4,15,0,55,136,37,25,158,0,14,37,9,0,14,46,28,0,3,16,0
54,Nuevo León,6,Apodaca,1,Ciudad Apodaca,475,28,27,19,10,115,52,0,0,5,23,0,0,0,5,6,19,4,50,118,44,21,119,0,11,33,13,0,17,46,26,4,7,18,0
55,Nuevo León,6,Apodaca,1,Ciudad Apodaca,475,29,11,8,3,58,15,0,0,9,7,0,0,0,0,0,8,0,20,53,19,12,54,0,0,11,7,0,4,18,13,0,0,8,0
56,Nuevo León,6,Apodaca,1,Ciudad Apodaca,475,30,6,11,0,39,18,0,0,0,11,0,0,0,0,0,4,0,26,31,17,5,38,0,10,14,4,0,12,18,14,0,4,9,0
57,Nuevo León,6,Apodaca,1,Ciudad Apodaca,475,31,3,7,0,37,11,0,4,0,4,0,0,0,0,0,0,0,14,34,9,3,40,0,6,9,4,0,7,13,5,0,0,0,0
58,Nuevo León,6,Apodaca,1,Ciudad Apodaca,475,32,20,15,6,98,32,0,0,14,20,0,0,0,0,6,15,0,35,97,33,19,95,0,18,23,11,0,8,34,20,0,4,9,0
59,Nuevo León,6,Apodaca,1,Ciudad Apodaca,475,33,18,17,9,110,22,0,0,7,11,0,0,0,0,0,10,3,44,92,44,17,109,0,7,24,10,0,6,34,19,0,0,16,0
60,Nuevo León,6,Apodaca,1,Ciudad Apodaca,475,34,20,18,6,89,33,0,0,7,8,0,0,0,4,4,10,4,28,94,42,19,93,0,8,21,13,0,10,34,17,0,0,9,0
61,Nuevo León,6,Apodaca,1,Ciudad Apodaca,475,35,15,13,10,79,42,3,0,8,12,0,0,0,0,0,16,0,20,101,37,23,105,0,6,19,13,0,6,32,21,0,0,8,0
62,Nuevo León,6,Apodaca,1,Ciudad Apodaca,475,36,9,15,3,60,20,0,0,0,14,0,0,0,0,0,5,0,30,50,22,9,75,0,4,15,7,0,4,22,9,0,0,7,0
63,Nuevo León,6,Apodaca,1,Ciudad Apodaca,475,37,7,10,4,70,15,0,0,3,5,6,0,0,0,0,4,0,18,67,20,12,68,0,10,16,9,0,0,25,6,0,0,5,0
64,Nuevo León,6,Apodaca,1,Ciudad Apodaca,475,38,14,17,4,99,14,0,0,5,5,4,4,0,0,0,6,0,10,103,36,7,82,0,18,24,6,0,0,30,16,0,0,8,0
65,Nuevo León,6,Apodaca,1,Ciudad Apodaca,475,39,12,6,3,60,16,0,0,0,8,4,3,0,0,0,3,0,17,58,18,10,41,0,16,16,7,0,0,23,15,0,0,4,0
66,Nuevo León,6,Apodaca,1,Ciudad Apodaca,475,40,3,10,3,52,10,0,0,0,3,7,3,0,0,0,0,0,13,49,21,0,29,0,3,13,5,0,5,18,9,0,0,4,0
67,Nuevo León,6,Apodaca,1,Ciudad Apodaca,475,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,Nuevo León,6,Apodaca,1,Ciudad Apodaca,475,42,9,11,5,91,27,0,0,4,6,15,6,0,0,0,3,0,25,94,29,19,73,0,21,22,14,0,4,36,17,0,0,12,0
69,Nuevo León,6,Apodaca,1,Ciudad Apodaca,475,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Nuevo León,6,Apodaca,1,Ciudad Apodaca,475,44,8,5,0,40,7,0,0,6,6,0,0,0,0,0,6,0,11,36,9,6,39,0,0,9,5,0,6,14,11,0,0,6,0
71,Nuevo León,6,Apodaca,1,Ciudad Apodaca,475,45,0,13,4,74,9,0,0,0,4,8,5,0,0,0,0,0,10,73,28,6,68,0,0,16,5,0,0,21,12,0,0,5,0
72,Nuevo León,6,Apodaca,1,Ciudad Apodaca,475,46,0,4,5,21,3,0,0,0,0,0,0,0,0,0,0,0,4,20,8,0,10,0,13,5,0,0,0,6,0,0,0,0,0
73,Nuevo Leon,6,Apodaca,1,Total AGEB urbana,507,0,96,210,72,1101,249,0,4,26,43,5,0,0,3,0,11,4,238,1138,495,83,1142,4,65,291,96,0,56,387,12,0,0,16,0
74,Nuevo León,6,Apodaca,1,Ciudad Apodaca,507,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Nuevo León,6,Apodaca,1,Ciudad Apodaca,507,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,8,0,0,3,0,0,0,4,0,0,0,0,0
76,Nuevo León,6,Apodaca,1,Ciudad Apodaca,507,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,Nuevo León,6,Apodaca,1,Ciudad Apodaca,507,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,10,0,0,3,0,0,0,3,0,0,0,0,0
78,Nuevo León,6,Apodaca,1,Ciudad Apodaca,507,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,Nuevo León,6,Apodaca,1,Ciudad Apodaca,507,7,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,22,7,0,22,0,0,5,0,0,0,6,0,0,0,0,0
80,Nuevo León,6,Apodaca,1,Ciudad Apodaca,507,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,Nuevo León,6,Apodaca,1,Ciudad Apodaca,507,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,Nuevo León,6,Apodaca,1,Ciudad Apodaca,507,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,Nuevo León,6,Apodaca,1,Ciudad Apodaca,507,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,Nuevo León,6,Apodaca,1,Ciudad Apodaca,507,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Nuevo León,6,Apodaca,1,Ciudad Apodaca,507,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Nuevo León,6,Apodaca,1,Ciudad Apodaca,507,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,Nuevo León,6,Apodaca,1,Ciudad Apodaca,507,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Nuevo León,6,Apodaca,1,Ciudad Apodaca,507,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,Nuevo León,6,Apodaca,1,Ciudad Apodaca,507,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,Nuevo León,6,Apodaca,1,Ciudad Apodaca,507,19,8,12,4,67,24,0,0,0,0,0,0,0,0,0,0,0,14,80,34,8,67,0,6,20,7,0,4,27,0,0,0,0,0
91,Nuevo León,6,Apodaca,1,Ciudad Apodaca,507,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,Nuevo León,6,Apodaca,1,Ciudad Apodaca,507,21,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,5,0,4,3,0,0,0,3,0,0,0,0,0
93,Nuevo León,6,Apodaca,1,Ciudad Apodaca,507,22,4,8,0,66,3,0,0,0,0,0,0,0,0,0,0,0,8,63,23,4,68,0,0,14,8,0,5,22,0,0,0,0,0
94,Nuevo León,6,Apodaca,1,Ciudad Apodaca,507,23,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,18,11,0,18,0,0,6,0,0,0,6,0,0,0,0,0
95,Nuevo León,6,Apodaca,1,Ciudad Apodaca,507,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,Nuevo León,6,Apodaca,1,Ciudad Apodaca,507,25,13,20,6,69,27,0,0,0,4,0,0,0,0,0,0,0,9,88,37,9,76,0,3,20,6,0,4,26,0,0,0,0,0
97,Nuevo León,6,Apodaca,1,Ciudad Apodaca,507,26,13,8,0,41,15,0,0,4,0,0,0,0,0,0,0,0,12,45,24,6,43,0,6,13,7,0,4,20,0,0,0,0,0
98,Nuevo León,6,Apodaca,1,Ciudad Apodaca,507,27,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,14,0,0,3,0,0,0,4,0,0,0,0,0
99,Nuevo León,6,Apodaca,1,Ciudad Apodaca,507,28,6,3,4,35,3,0,0,0,0,0,0,0,0,0,0,0,0,37,11,0,38,0,0,7,4,0,0,11,0,0,0,0,0
100,Nuevo León,6,Apodaca,1,Ciudad Apodaca,507,29,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,9,0,0,4,0,0,0,5,0,0,0,0,0
101,Nuevo León,6,Apodaca,1,Ciudad Apodaca,507,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,Nuevo León,6,Apodaca,1,Ciudad Apodaca,507,31,0,3,0,19,9,0,0,0,4,0,0,0,0,0,0,0,6,25,8,0,27,0,0,8,0,0,0,9,0,0,0,0,0
103,Nuevo León,6,Apodaca,1,Ciudad Apodaca,507,32,0,4,0,23,11,0,0,0,0,0,0,0,0,0,0,0,9,26,11,3,27,0,0,9,3,0,4,12,0,0,0,0,0
104,Nuevo León,6,Apodaca,1,Ciudad Apodaca,507,33,3,13,4,54,4,0,0,0,0,0,0,0,0,0,0,0,23,35,20,5,53,0,0,13,0,0,0,15,0,0,0,0,0
105,Nuevo León,6,Apodaca,1,Ciudad Apodaca,507,34,3,0,0,19,8,0,0,0,0,0,0,0,0,0,0,0,12,15,11,0,22,0,3,5,0,0,0,7,0,0,0,0,0
106,Nuevo León,6,Apodaca,1,Ciudad Apodaca,507,36,3,6,4,35,7,0,0,0,0,0,0,0,0,0,0,0,8,34,16,0,38,0,0,9,3,0,0,12,0,0,0,0,0
107,Nuevo León,6,Apodaca,1,Ciudad Apodaca,507,37,0,4,3,27,4,0,0,0,0,0,0,0,0,0,0,0,0,31,9,0,27,0,0,9,0,0,0,10,0,0,0,0,0
108,Nuevo León,6,Apodaca,1,Ciudad Apodaca,507,38,0,11,0,35,10,0,0,0,0,0,0,0,0,0,0,0,10,40,20,0,36,0,3,12,0,0,0,14,0,0,0,0,0
109,Nuevo León,6,Apodaca,1,Ciudad Apodaca,507,39,0,5,0,25,10,0,0,0,0,0,0,0,0,0,0,0,15,20,14,0,25,0,0,7,0,0,0,9,0,0,0,0,0
110,Nuevo León,6,Apodaca,1,Ciudad Apodaca,507,40,3,9,4,48,7,0,0,0,0,0,0,0,0,0,0,0,15,40,21,3,40,0,0,11,4,0,3,15,0,0,0,0,0
111,Nuevo León,6,Apodaca,1,Ciudad Apodaca,507,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,Nuevo León,6,Apodaca,1,Ciudad Apodaca,507,42,4,4,3,35,3,0,0,0,0,0,0,0,0,0,0,0,5,33,14,4,35,0,0,6,5,0,0,11,0,0,0,0,0
113,Nuevo León,6,Apodaca,1,Ciudad Apodaca,507,43,3,9,3,31,12,0,0,0,4,0,0,0,0,0,0,0,7,37,19,3,44,0,0,8,4,0,0,12,0,0,0,0,0
114,Nuevo León,6,Apodaca,1,Ciudad Apodaca,507,44,0,8,0,40,3,0,0,0,0,0,0,0,0,0,0,0,5,38,15,0,36,0,3,8,0,0,0,10,0,0,0,0,0
115,Nuevo León,6,Apodaca,1,Ciudad Apodaca,507,45,0,3,0,33,7,0,0,0,0,0,0,0,0,0,0,0,5,35,9,0,38,0,0,12,0,0,0,12,0,0,0,0,0
116,Nuevo León,6,Apodaca,1,Ciudad Apodaca,507,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,Nuevo León,6,Apodaca,1,Ciudad Apodaca,507,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,Nuevo León,6,Apodaca,1,Ciudad Apodaca,507,48,4,11,4,52,6,0,0,0,0,0,0,0,0,0,0,0,12,46,22,0,46,0,3,11,5,0,3,16,0,0,0,0,0
119,Nuevo León,6,Apodaca,1,Ciudad Apodaca,507,49,4,11,5,62,20,0,0,0,0,0,0,0,0,0,0,0,10,73,24,4,61,0,7,13,8,0,4,21,0,0,0,0,0
120,Nuevo León,6,Apodaca,1,Ciudad Apodaca,507,50,7,18,5,52,12,0,0,0,4,0,0,0,0,0,0,0,9,56,31,3,51,0,8,15,0,0,0,17,0,0,0,4,0
121,Nuevo León,6,Apodaca,1,Ciudad Apodaca,507,51,0,8,5,48,16,0,0,0,0,0,0,0,0,0,0,0,23,42,21,5,58,0,5,12,5,0,3,17,0,0,0,0,0
122,Nuevo León,6,Apodaca,1,Ciudad Apodaca,507,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,Nuevo León,6,Apodaca,1,Ciudad Apodaca,507,53,0,10,0,50,13,0,0,0,4,0,0,0,0,0,0,0,13,52,25,5,54,0,0,10,6,0,0,16,0,0,0,0,0
124,Nuevo Leon,6,Apodaca,1,Total AGEB urbana,511,0,64,150,80,846,265,6,0,17,47,0,0,0,8,17,29,5,271,859,354,76,935,0,50,259,57,0,94,313,72,7,10,66,0
125,Nuevo León,6,Apodaca,1,Ciudad Apodaca,511,1,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,26,10,0,23,0,0,6,0,0,0,8,0,0,0,0,0
126,Nuevo León,6,Apodaca,1,Ciudad Apodaca,511,2,5,11,3,51,9,0,0,0,4,0,0,0,0,0,0,0,10,50,23,3,53,0,0,11,5,0,0,16,0,0,0,0,0
127,Nuevo León,6,Apodaca,1,Ciudad Apodaca,511,3,0,0,5,31,0,0,0,0,0,0,0,0,0,0,0,0,6,27,11,0,28,0,0,8,0,0,0,9,0,0,0,0,0
128,Nuevo León,6,Apodaca,1,Ciudad Apodaca,511,4,6,0,5,35,12,0,0,0,3,0,0,0,0,0,0,0,5,42,14,5,46,0,0,13,3,0,3,16,0,0,0,0,0
129,Nuevo León,6,Apodaca,1,Ciudad Apodaca,511,5,4,11,5,50,4,0,0,0,0,0,0,0,0,0,0,0,4,50,20,4,44,0,0,12,3,0,3,15,0,0,0,0,0
130,Nuevo León,6,Apodaca,1,Ciudad Apodaca,511,6,4,5,4,38,12,0,0,0,4,0,0,0,0,0,0,0,5,48,16,6,47,0,3,15,3,0,5,18,0,0,0,0,0
131,Nuevo León,6,Apodaca,1,Ciudad Apodaca,511,7,6,17,10,71,27,0,0,0,3,0,0,0,0,0,0,0,19,81,39,4,82,0,3,21,3,0,3,24,0,0,0,0,0
